Rank,Route_ID,Zone_ID,Location,Score,Households,Conversion_Rate,Saturation,Freshness,Daily_kWh,Expected_Closes,Latitude,Longitude,Priority
938,364,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
939,365,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
940,366,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
941,367,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
942,368,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
943,369,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
944,370,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
945,371,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
946,372,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
947,373,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
948,374,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
949,375,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
950,376,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
951,377,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
952,378,3,Hampton,60.2,150,48%,40%,60%,691200,72.0,37.0091,-76.3945,MODERATE
953,1411,220,Fredericksburg,60.1,150,49%,30%,70%,705600,73.5,38.2740,-77.3191,MODERATE
954,936,31,Charlottesville,59.9,150,38%,15%,85%,547200,57.0,37.9211,-78.4973,FRESH
955,937,31,Charlottesville,59.9,150,38%,15%,85%,547200,57.0,37.9211,-78.4973,FRESH
956,938,31,Charlottesville,59.9,150,38%,15%,85%,547200,57.0,37.9211,-78.4973,FRESH
957,939,31,Charlottesville,59.9,150,38%,15%,85%,547200,57.0,37.9211,-78.4973,FRESH
958,940,31,Charlottesville,59.9,150,38%,15%,85%,547200,57.0,37.9211,-78.4973,FRESH
959,941,31,Charlottesville,59.9,150,38%,15%,85%,547200,57.0,37.9211,-78.4973,FRESH
960,942,31,Charlottesville,59.9,150,38%,15%,85%,547200,57.0,37.9211,-78.4973,FRESH
961,943,31,Charlottesville,59.9,150,38%,15%,85%,547200,57.0,37.9211,-78.4973,FRESH
962,944,31,Charlottesville,59.9,150,38%,15%,85%,547200,57.0,37.9211,-78.4973,FRESH
963,1145,71,Charlottesville,59.8,150,38%,15%,85%,547200,57.0,38.2851,-78.5378,FRESH
964,1146,71,Charlottesville,59.8,150,38%,15%,85%,547200,57.0,38.2851,-78.5378,FRESH
965,1147,71,Charlottesville,59.8,150,38%,15%,85%,547200,57.0,38.2851,-78.5378,FRESH
966,1483,277,Charlottesville,59.7,150,38%,15%,85%,547200,57.0,38.0507,-78.7050,FRESH
967,1388,201,Charlottesville,58.8,150,38%,15%,85%,547200,57.0,37.9750,-78.2735,FRESH
968,1484,278,Charlottesville,58.6,150,38%,15%,85%,547200,57.0,38.0857,-78.7087,FRESH
969,1453,256,Fredericksburg,58.4,150,49%,30%,70%,705600,73.5,38.2992,-77.5345,MODERATE
970,666,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
971,667,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
972,668,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
973,669,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
974,670,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
975,671,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
976,672,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
977,673,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
978,674,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
979,675,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
980,676,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
981,677,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
982,678,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
983,679,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
984,680,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
985,681,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
986,682,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
987,683,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
988,684,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
989,685,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
990,686,11,Newport News,57.8,150,43%,45%,55%,619200,64.5,37.0875,-76.4883,MODERATE
991,1425,233,Fredericksburg,57.6,150,49%,30%,70%,705600,73.5,38.0892,-77.4501,MODERATE
992,1429,236,Hopewell,57.4,150,48%,35%,65%,691200,72.0,37.4725,-77.0829,MODERATE
993,1186,88,Newport News,57.1,150,43%,45%,55%,619200,64.5,37.1637,-76.5688,MODERATE
994,1187,88,Newport News,57.1,150,43%,45%,55%,619200,64.5,37.1637,-76.5688,MODERATE
995,1475,271,Richmond,56.9,104,41%,60%,40%,409344,42.6,37.5950,-77.6047,SATURATED
996,1496,286,Newport News,56.7,150,43%,45%,55%,619200,64.5,37.2600,-76.6706,MODERATE
997,1351,176,Newport News,56.7,150,43%,45%,55%,619200,64.5,37.1102,-76.5243,MODERATE
998,1236,106,Newport News,56.4,150,43%,45%,55%,619200,64.5,37.0887,-76.4459,MODERATE
999,1237,106,Newport News,56.4,150,43%,45%,55%,619200,64.5,37.0887,-76.4459,MODERATE
1000,1432,239,Hopewell,55.9,150,48%,35%,65%,691200,72.0,37.3575,-77.1216,MODERATE
1001,1148,72,Colonial Heights,55.8,150,48%,50%,50%,691200,72.0,37.3598,-77.4535,MODERATE
1002,1149,72,Colonial Heights,55.8,150,48%,50%,50%,691200,72.0,37.3598,-77.4535,MODERATE
1003,1374,192,Newport News,55.0,150,43%,45%,55%,619200,64.5,37.0978,-76.4624,MODERATE
1004,645,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1005,646,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1006,647,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1007,648,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1008,649,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1009,650,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1010,651,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1011,652,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1012,653,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1013,654,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1014,655,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1015,656,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1016,657,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1017,658,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1018,659,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1019,660,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1020,661,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1021,662,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1022,663,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1023,664,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1024,665,10,Newport News,54.9,150,43%,45%,55%,619200,64.5,37.1432,-76.5294,MODERATE
1025,1302,137,Chesapeake,54.8,85,50%,70%,30%,408000,42.5,36.8062,-76.2048,SATURATED
1026,1444,249,Newport News,54.6,150,43%,45%,55%,619200,64.5,37.1334,-76.6004,MODERATE
1027,404,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1028,405,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1029,406,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1030,407,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1031,408,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1032,409,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1033,410,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1034,411,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1035,412,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1036,413,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1037,414,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1038,415,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1039,416,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1040,417,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1041,418,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1042,419,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1043,420,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1044,421,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1045,422,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1046,423,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1047,424,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1048,425,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1049,426,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1050,427,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1051,428,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1052,429,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1053,430,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1054,431,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1055,432,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1056,433,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1057,434,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1058,435,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1059,436,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1060,437,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1061,438,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1062,439,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1063,440,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1064,441,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1065,442,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1066,443,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1067,444,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1068,445,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1069,446,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1070,447,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1071,448,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1072,449,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1073,450,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1074,451,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1075,452,5,Colonial Heights,54.2,150,48%,50%,50%,691200,72.0,37.1999,-77.4413,MODERATE
1076,1397,209,Newport News,54.1,150,43%,45%,55%,619200,64.5,37.2335,-76.5275,MODERATE
1077,1162,78,Chesapeake,54.0,150,50%,70%,30%,720000,75.0,36.7031,-76.2395,SATURATED
1078,1333,162,Colonial Heights,53.9,150,48%,50%,50%,691200,72.0,37.3535,-77.4315,MODERATE
1079,1423,231,Newport News,53.3,150,43%,45%,55%,619200,64.5,36.9794,-76.6477,MODERATE
1080,1317,149,Newport News,53.1,150,43%,45%,55%,619200,64.5,37.0718,-76.5013,MODERATE
1081,1362,183,Chesapeake,52.4,87,50%,70%,30%,417600,43.5,36.7933,-76.1649,SATURATED
1082,1498,288,Virginia Beach,52.2,57,35%,85%,15%,191520,19.9,36.8538,-75.9923,SATURATED
1083,1117,65,Norfolk,52.2,150,38%,75%,25%,547200,57.0,36.9406,-76.2507,SATURATED
1084,1293,128,Chesapeake,51.4,88,50%,70%,30%,422400,44.0,36.7665,-76.2215,SATURATED
1085,816,19,Richmond,51.3,150,41%,60%,40%,590400,61.5,37.6038,-77.5814,SATURATED
1086,817,19,Richmond,51.3,150,41%,60%,40%,590400,61.5,37.6038,-77.5814,SATURATED
1087,818,19,Richmond,51.3,150,41%,60%,40%,590400,61.5,37.6038,-77.5814,SATURATED
1088,819,19,Richmond,51.3,150,41%,60%,40%,590400,61.5,37.6038,-77.5814,SATURATED
1089,820,19,Richmond,51.3,150,41%,60%,40%,590400,61.5,37.6038,-77.5814,SATURATED
1090,821,19,Richmond,51.3,150,41%,60%,40%,590400,61.5,37.6038,-77.5814,SATURATED
1091,822,19,Richmond,51.3,150,41%,60%,40%,590400,61.5,37.6038,-77.5814,SATURATED
1092,823,19,Richmond,51.3,150,41%,60%,40%,590400,61.5,37.6038,-77.5814,SATURATED
1093,1210,98,Newport News,50.4,150,43%,45%,55%,619200,64.5,37.2672,-76.5117,MODERATE
1094,1211,98,Newport News,50.4,150,43%,45%,55%,619200,64.5,37.2672,-76.5117,MODERATE
1095,1272,118,Newport News,50.2,150,43%,45%,55%,619200,64.5,37.2231,-76.6094,MODERATE
1096,1273,118,Newport News,50.2,150,43%,45%,55%,619200,64.5,37.2231,-76.6094,MODERATE
1097,905,27,Richmond,50.1,150,41%,60%,40%,590400,61.5,37.6169,-77.6339,SATURATED
1098,906,27,Richmond,50.1,150,41%,60%,40%,590400,61.5,37.6169,-77.6339,SATURATED
1099,907,27,Richmond,50.1,150,41%,60%,40%,590400,61.5,37.6169,-77.6339,SATURATED
1100,908,27,Richmond,50.1,150,41%,60%,40%,590400,61.5,37.6169,-77.6339,SATURATED
1101,909,27,Richmond,50.1,150,41%,60%,40%,590400,61.5,37.6169,-77.6339,SATURATED
1102,1,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1103,2,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1104,3,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1105,4,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1106,5,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1107,6,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1108,7,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1109,8,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1110,9,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1111,10,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1112,11,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1113,12,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1114,13,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1115,14,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1116,15,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1117,16,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1118,17,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1119,18,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1120,19,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1121,20,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1122,21,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1123,22,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1124,23,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1125,24,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1126,25,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1127,26,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1128,27,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1129,28,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1130,29,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1131,30,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1132,31,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1133,32,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1134,33,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1135,34,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1136,35,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1137,36,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1138,37,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1139,38,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1140,39,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1141,40,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1142,41,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1143,42,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1144,43,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1145,44,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1146,45,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1147,46,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1148,47,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1149,48,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1150,49,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1151,50,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1152,51,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1153,52,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1154,53,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1155,54,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1156,55,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1157,56,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1158,57,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1159,58,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1160,59,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1161,60,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1162,61,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1163,62,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1164,63,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1165,64,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1166,65,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1167,66,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1168,67,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1169,68,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1170,69,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1171,70,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1172,71,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1173,72,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1174,73,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1175,74,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1176,75,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1177,76,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1178,77,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1179,78,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1180,79,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1181,80,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1182,81,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1183,82,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1184,83,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1185,84,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1186,85,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1187,86,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1188,87,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1189,88,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1190,89,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1191,90,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1192,91,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1193,92,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1194,93,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1195,94,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1196,95,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1197,96,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1198,97,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1199,98,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1200,99,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1201,100,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1202,101,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1203,102,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1204,103,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1205,104,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1206,105,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
