rank,route_id,location,priority,score,lmi_pct,electric_heat_pct,conversion_rate,freshness,households,daily_kwh,lat,lon
1,R3591,Rural,FRESH,69.1,84.7,70.0,45.0,95.0,166,292028,37.74601296469744,-79.35975744023803
2,R3592,Rural,FRESH,69.1,84.7,70.0,45.0,95.0,166,292028,37.74601296469744,-79.33726243301012
3,R3593,Rural,FRESH,69.1,84.7,70.0,45.0,95.0,166,292028,37.75673796679051,-79.35975744023803
4,R3078,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,36.93638521380862,-77.13086696758243
5,R3079,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,36.93638521380862,-77.08020445008607
6,R3080,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,36.93638521380862,-77.02954193258971
7,R3081,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,36.93638521380862,-76.97887941509335
8,R3082,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,36.99378689100139,-77.13086696758243
9,R3083,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,36.99378689100139,-77.08020445008607
10,R3084,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,36.99378689100139,-77.02954193258971
11,R3085,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,36.99378689100139,-76.97887941509335
12,R3086,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,37.05118856819416,-77.13086696758243
13,R3087,Prince George,FRESH,68.5,75.2,76.0,67.0,95.0,150,478247,37.05118856819416,-77.08020445008607
14,R3501,Arlington,FRESH,66.3,92.1,48.0,40.0,95.0,166,145728,38.82790026836194,-77.11438531453203
15,R3502,Arlington,FRESH,66.3,92.1,48.0,40.0,95.0,166,145728,38.82790026836194,-77.11233131393996
16,R3503,Arlington,FRESH,66.3,92.1,48.0,40.0,95.0,166,145728,38.82892926872696,-77.11438531453203
17,R3528,Rural,FRESH,65.7,79.9,70.0,45.0,95.0,166,292028,37.24454439038726,-78.57102567144065
18,R3529,Rural,FRESH,65.7,79.9,70.0,45.0,95.0,166,292028,37.26861239519512,-78.57102567144065
19,R3530,Rural,FRESH,65.7,79.9,70.0,45.0,95.0,166,292028,37.292680400002965,-78.57102567144065
20,R3198,Richmond,MODERATE,65.3,97.5,57.2,42.0,40.0,166,202636,37.6037945062956,-77.42854933941017
21,R3199,Richmond,MODERATE,65.3,97.5,57.2,42.0,40.0,166,202636,37.6037945062956,-77.42557933885013
22,R3200,Richmond,MODERATE,65.3,97.5,57.2,42.0,40.0,166,202636,37.605890507127256,-77.42854933941017
23,R3201,Richmond,MODERATE,65.3,97.5,57.2,42.0,40.0,166,202636,37.605890507127256,-77.42557933885013
24,R3202,Richmond,MODERATE,65.3,97.5,57.2,42.0,40.0,166,202636,37.6079865079589,-77.42854933941017
25,R3203,Richmond,MODERATE,65.3,97.5,57.2,42.0,40.0,166,202636,37.6079865079589,-77.42557933885013
26,R3873,Ashland,FRESH,65.2,79.2,68.6,45.0,95.0,166,318020,37.68706926969159,-77.53952187878284
27,R3874,Ashland,FRESH,65.2,79.2,68.6,45.0,95.0,166,318020,37.68706926969159,-77.53326887677
28,R3875,Ashland,FRESH,65.2,79.2,68.6,45.0,95.0,166,318020,37.69050077051213,-77.53952187878284
29,R3525,Rural,FRESH,63.0,76.2,70.0,45.0,95.0,166,292028,37.7762141333086,-79.44109746713247
30,R3526,Rural,FRESH,63.0,76.2,70.0,45.0,95.0,166,292028,37.78037746722638,-79.44109746713247
31,R3527,Rural,FRESH,63.0,76.2,70.0,45.0,95.0,166,292028,37.78454080114416,-79.44109746713247
32,R2858,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.85114193877824,-77.14984420247583
33,R2859,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.85114193877824,-77.1459319513786
34,R2860,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.85114193877824,-77.14201970028137
35,R2861,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.85114193877824,-77.13810744918413
36,R2862,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.855404272995884,-77.14984420247583
37,R2863,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.855404272995884,-77.1459319513786
38,R2864,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.855404272995884,-77.14201970028137
39,R2865,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.855404272995884,-77.13810744918413
40,R2866,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.859666607213526,-77.14984420247583
41,R2867,Arlington,FRESH,62.0,86.1,48.0,40.0,95.0,150,145728,38.859666607213526,-77.1459319513786
42,R3609,Colonial Heights,FRESH,61.6,79.0,57.8,54.0,80.0,166,338132,37.344016452076445,-77.44377132962882
43,R3610,Colonial Heights,FRESH,61.6,79.0,57.8,54.0,80.0,166,338132,37.344016452076445,-77.43728132734034
44,R3611,Colonial Heights,FRESH,61.6,79.0,57.8,54.0,80.0,166,338132,37.34864445276439,-77.44377132962882
45,R3507,Manassas,FRESH,61.4,82.2,51.3,40.0,95.0,166,215653,38.59049704714917,-77.29871485784719
46,R3508,Manassas,FRESH,61.4,82.2,51.3,40.0,95.0,166,215653,38.59267171424986,-77.29871485784719
47,R3509,Manassas,FRESH,61.4,82.2,51.3,40.0,95.0,166,215653,38.59484638135056,-77.29871485784719
48,R3741,Rural,FRESH,61.4,73.9,70.0,45.0,95.0,166,292028,37.03587808380588,-78.95378552482632
49,R3742,Rural,FRESH,61.4,73.9,70.0,45.0,95.0,166,292028,37.03587808380588,-78.9246310153431
50,R3743,Rural,FRESH,61.4,73.9,70.0,45.0,95.0,166,292028,37.05619758737531,-78.95378552482632
51,R3372,Rural,FRESH,60.9,73.2,70.0,45.0,95.0,166,292028,37.298487134477824,-76.73940636248564
52,R3373,Rural,FRESH,60.9,73.2,70.0,45.0,95.0,166,292028,37.298487134477824,-76.70726085162767
53,R3374,Rural,FRESH,60.9,73.2,70.0,45.0,95.0,166,292028,37.32514847309514,-76.73940636248564
54,R3375,Rural,FRESH,60.9,73.2,70.0,45.0,95.0,166,292028,37.32514847309514,-76.70726085162767
55,R3376,Rural,FRESH,60.9,73.2,70.0,45.0,95.0,166,292028,37.35180981171246,-76.73940636248564
56,R3377,Rural,FRESH,60.9,73.2,70.0,45.0,95.0,166,292028,37.35180981171246,-76.70726085162767
57,R3288,Rural,FRESH,60.8,73.1,70.0,45.0,95.0,166,292028,37.14764972060521,-78.16243279048268
58,R3289,Rural,FRESH,60.8,73.1,70.0,45.0,95.0,166,292028,37.14764972060521,-78.11238527445204
59,R3290,Rural,FRESH,60.8,73.1,70.0,45.0,95.0,166,292028,37.17495839223069,-78.16243279048268
60,R3291,Rural,FRESH,60.8,73.1,70.0,45.0,95.0,166,292028,37.17495839223069,-78.11238527445204
61,R3292,Rural,FRESH,60.8,73.1,70.0,45.0,95.0,166,292028,37.20226706385617,-78.16243279048268
62,R3293,Rural,FRESH,60.8,73.1,70.0,45.0,95.0,166,292028,37.20226706385617,-78.11238527445204
63,R3594,Rural,FRESH,60.4,72.5,70.0,45.0,95.0,166,292028,38.15966922546161,-79.07145687762946
64,R3595,Rural,FRESH,60.4,72.5,70.0,45.0,95.0,166,292028,38.16716856020474,-79.07145687762946
65,R3596,Rural,FRESH,60.4,72.5,70.0,45.0,95.0,166,292028,38.17466789494786,-79.07145687762946
66,R3306,Alexandria,FRESH,60.2,83.8,47.9,40.0,95.0,166,139530,38.753002170821944,-77.07968430015914
67,R3307,Alexandria,FRESH,60.2,83.8,47.9,40.0,95.0,166,139530,38.75534300457993,-77.07968430015914
68,R3308,Alexandria,FRESH,60.2,83.8,47.9,40.0,95.0,166,139530,38.75768383833791,-77.07968430015914
69,R3309,Alexandria,FRESH,60.2,83.8,47.9,40.0,95.0,166,139530,38.76002467209588,-77.07968430015914
70,R3310,Alexandria,FRESH,60.2,83.8,47.9,40.0,95.0,166,139530,38.762365505853865,-77.07968430015914
71,R3311,Alexandria,FRESH,60.2,83.8,47.9,40.0,95.0,166,139530,38.76470633961185,-77.07968430015914
72,R2535,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.289864823069685,-78.47540365469726
73,R2536,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.289864823069685,-78.43649163943263
74,R2537,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.289864823069685,-78.39757962416797
75,R2538,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.289864823069685,-78.35866760890335
76,R2539,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.33335766470718,-78.47540365469726
77,R2540,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.33335766470718,-78.43649163943263
78,R2541,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.33335766470718,-78.39757962416797
79,R2542,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.33335766470718,-78.35866760890335
80,R2543,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.37685050634468,-78.47540365469726
81,R2544,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.37685050634468,-78.43649163943263
82,R2545,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.37685050634468,-78.39757962416797
83,R2546,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.37685050634468,-78.35866760890335
84,R2547,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.420343347982175,-78.47540365469726
85,R2548,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.420343347982175,-78.43649163943263
86,R2549,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.420343347982175,-78.39757962416797
87,R2550,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.420343347982175,-78.35866760890335
88,R2551,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.46383618961968,-78.47540365469726
89,R2552,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.46383618961968,-78.43649163943263
90,R2553,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.46383618961968,-78.39757962416797
91,R2554,Rural,FRESH,60.0,71.9,70.0,45.0,95.0,150,292028,37.46383618961968,-78.35866760890335
92,R2868,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.87860943297035,-77.46734855401061
93,R2869,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.87860943297035,-77.45581880018355
94,R2870,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.87860943297035,-77.44428904635652
95,R2871,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.87860943297035,-77.43275929252945
96,R2872,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.894680769044015,-77.46734855401061
97,R2873,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.894680769044015,-77.45581880018355
98,R2874,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.894680769044015,-77.44428904635652
99,R2875,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.894680769044015,-77.43275929252945
100,R2876,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.91075210511768,-77.46734855401061
101,R2877,Herndon,FRESH,59.9,88.1,32.7,35.0,95.0,150,168919,38.91075210511768,-77.45581880018355
102,R3645,Rural,FRESH,59.9,71.8,70.0,45.0,95.0,166,292028,38.324803502731484,-77.0329222595416
103,R3646,Rural,FRESH,59.9,71.8,70.0,45.0,95.0,166,292028,38.338585172379155,-77.0329222595416
104,R3647,Rural,FRESH,59.9,71.8,70.0,45.0,95.0,166,292028,38.35236684202682,-77.0329222595416
105,R3098,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.06947882661147,-79.32376326429501
106,R3099,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.06947882661147,-79.30065400816503
107,R3100,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.06947882661147,-79.27754475203506
108,R3101,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.06947882661147,-79.25443549590507
109,R3102,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.097813833211276,-79.32376326429501
110,R3103,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.097813833211276,-79.30065400816503
111,R3104,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.097813833211276,-79.27754475203506
112,R3105,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.097813833211276,-79.25443549590507
113,R3106,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.126148839811066,-79.32376326429501
114,R3107,Rural,FRESH,59.7,71.6,70.0,45.0,95.0,150,292028,37.126148839811066,-79.30065400816503
115,R3651,Rural,FRESH,59.4,71.2,70.0,45.0,95.0,166,292028,37.26331312677406,-76.72456960399681
116,R3652,Rural,FRESH,59.4,71.2,70.0,45.0,95.0,166,292028,37.27302446230752,-76.72456960399681
117,R3653,Rural,FRESH,59.4,71.2,70.0,45.0,95.0,166,292028,37.28273579784097,-76.72456960399681
118,R2420,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.037844039631516,-78.94150908160336
119,R2421,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.037844039631516,-78.92594757701576
120,R2422,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.037844039631516,-78.9103860724282
121,R2423,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.037844039631516,-78.89482456784062
122,R2424,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.037844039631516,-78.87926306325303
123,R2425,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.037844039631516,-78.86370155866547
124,R2426,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.05071104277125,-78.94150908160336
125,R2427,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.05071104277125,-78.92594757701576
126,R2428,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.05071104277125,-78.9103860724282
127,R2429,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.05071104277125,-78.89482456784062
128,R2430,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.05071104277125,-78.87926306325303
129,R2431,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.05071104277125,-78.86370155866547
130,R2432,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.06357804591097,-78.94150908160336
131,R2433,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.06357804591097,-78.92594757701576
132,R2434,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.06357804591097,-78.9103860724282
133,R2435,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.06357804591097,-78.89482456784062
134,R2436,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.06357804591097,-78.87926306325303
135,R2437,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.06357804591097,-78.86370155866547
136,R2438,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.076445049050704,-78.94150908160336
137,R2439,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.076445049050704,-78.92594757701576
138,R2440,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.076445049050704,-78.9103860724282
139,R2441,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.076445049050704,-78.89482456784062
140,R2442,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.076445049050704,-78.87926306325303
141,R2443,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.076445049050704,-78.86370155866547
142,R2444,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.08931205219044,-78.94150908160336
143,R2445,Rural,FRESH,59.2,70.8,70.0,45.0,95.0,153,292028,38.08931205219044,-78.92594757701576
144,R3903,Charlottesville,FRESH,58.7,81.2,53.6,38.0,85.0,166,179696,38.065300395061136,-78.5002531967028
145,R3904,Charlottesville,FRESH,58.7,81.2,53.6,38.0,85.0,166,179696,38.0676640619914,-78.5002531967028
146,R3905,Charlottesville,FRESH,58.7,81.2,53.6,38.0,85.0,166,179696,38.070027728921666,-78.5002531967028
147,R3897,Charlottesville,FRESH,58.5,80.9,53.6,38.0,85.0,166,179696,38.03651655750351,-78.45543018145383
148,R3898,Charlottesville,FRESH,58.5,80.9,53.6,38.0,85.0,166,179696,38.03651655750351,-78.44893917919072
149,R3899,Charlottesville,FRESH,58.5,80.9,53.6,38.0,85.0,166,179696,38.03651655750351,-78.4424481769276
150,R3858,Rural,FRESH,58.2,69.5,70.0,45.0,95.0,166,292028,38.873663225664814,-78.50049974741735
151,R3859,Rural,FRESH,58.2,69.5,70.0,45.0,95.0,166,292028,38.873663225664814,-78.46835373799439
152,R3860,Rural,FRESH,58.2,69.5,70.0,45.0,95.0,166,292028,38.893840229073035,-78.50049974741735
153,R3615,Rural,FRESH,58.1,69.3,70.0,45.0,95.0,166,292028,37.648808435852516,-79.55685999472908
154,R3616,Rural,FRESH,58.1,69.3,70.0,45.0,95.0,166,292028,37.648808435852516,-79.4748459710847
155,R3617,Rural,FRESH,58.1,69.3,70.0,45.0,95.0,166,292028,37.69692244727375,-79.55685999472908
156,R3624,Rural,FRESH,57.9,69.1,70.0,45.0,95.0,166,292028,37.802631408009034,-76.67098961941821
157,R3625,Rural,FRESH,57.9,69.1,70.0,45.0,95.0,166,292028,37.851107084132806,-76.67098961941821
158,R3626,Rural,FRESH,57.9,69.1,70.0,45.0,95.0,166,292028,37.899582760256564,-76.67098961941821
159,R3804,Newport News,MODERATE,57.8,82.9,58.6,43.0,55.0,166,218740,37.11934060168014,-76.59642805710013
160,R3805,Newport News,MODERATE,57.8,82.9,58.6,43.0,55.0,166,218740,37.13571693825317,-76.59642805710013
161,R3806,Newport News,MODERATE,57.8,82.9,58.6,43.0,55.0,166,218740,37.1520932748262,-76.59642805710013
162,R3798,Fairfax,FRESH,57.5,84.8,32.7,35.0,95.0,166,168919,38.86685476935854,-77.3183710471429
163,R3799,Fairfax,FRESH,57.5,84.8,32.7,35.0,95.0,166,168919,38.86685476935854,-77.31006637806163
164,R3800,Fairfax,FRESH,57.5,84.8,32.7,35.0,95.0,166,168919,38.86685476935854,-77.30176170898037
165,R3819,Rural,FRESH,57.2,68.1,70.0,45.0,95.0,166,292028,37.78189211331136,-79.97998913176828
166,R3820,Rural,FRESH,57.2,68.1,70.0,45.0,95.0,166,292028,37.789685448096066,-79.97998913176828
167,R3821,Rural,FRESH,57.2,68.1,70.0,45.0,95.0,166,292028,37.79747878288077,-79.97998913176828
168,R3876,Ashland,FRESH,56.9,67.6,68.6,45.0,95.0,166,318020,37.64563584387909,-77.55833338191744
169,R3877,Ashland,FRESH,56.9,67.6,68.6,45.0,95.0,166,318020,37.646996510749574,-77.55833338191744
170,R3878,Ashland,FRESH,56.9,67.6,68.6,45.0,95.0,166,318020,37.64835717762007,-77.55833338191744
171,R3342,Manassas,FRESH,56.7,75.6,51.3,40.0,95.0,166,215653,38.745510487834196,-77.48981559365188
172,R3343,Manassas,FRESH,56.7,75.6,51.3,40.0,95.0,166,215653,38.745510487834196,-77.48319992469085
173,R3344,Manassas,FRESH,56.7,75.6,51.3,40.0,95.0,166,215653,38.745510487834196,-77.47658425572982
174,R3345,Manassas,FRESH,56.7,75.6,51.3,40.0,95.0,166,215653,38.75082998854688,-77.48981559365188
175,R3346,Manassas,FRESH,56.7,75.6,51.3,40.0,95.0,166,215653,38.75082998854688,-77.48319992469085
176,R3347,Manassas,FRESH,56.7,75.6,51.3,40.0,95.0,166,215653,38.75082998854688,-77.47658425572982
177,R3855,Rural,FRESH,56.7,67.4,70.0,45.0,95.0,166,292028,36.909367634420384,-79.05579329987164
178,R3856,Rural,FRESH,56.7,67.4,70.0,45.0,95.0,166,292028,36.94576230950079,-79.05579329987164
179,R3857,Rural,FRESH,56.7,67.4,70.0,45.0,95.0,166,292028,36.98215698458121,-79.05579329987164
180,R1480,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.54450380947212
181,R1481,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.52740272132094
182,R1482,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.51030163316976
183,R1483,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.4932005450186
184,R1484,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.47609945686742
185,R1485,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.45899836871624
186,R1486,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.44189728056506
187,R1487,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.42479619241388
188,R1488,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.4076951042627
189,R1489,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.39059401611154
190,R1490,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.37349292796036
191,R1491,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.121795407395936,-77.35639183980918
192,R1492,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.54450380947212
193,R1493,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.52740272132094
194,R1494,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.51030163316976
195,R1495,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.4932005450186
196,R1496,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.47609945686742
197,R1497,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.45899836871624
198,R1498,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.44189728056506
199,R1499,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.42479619241388
200,R1500,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.4076951042627
201,R1501,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.39059401611154
202,R1502,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.37349292796036
203,R1503,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.141007411363155,-77.35639183980918
204,R1504,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.54450380947212
205,R1505,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.52740272132094
206,R1506,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.51030163316976
207,R1507,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.4932005450186
208,R1508,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.47609945686742
209,R1509,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.45899836871624
210,R1510,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.44189728056506
211,R1511,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.42479619241388
212,R1512,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.4076951042627
213,R1513,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.39059401611154
214,R1514,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.37349292796036
215,R1515,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.160219415330374,-77.35639183980918
216,R1516,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.54450380947212
217,R1517,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.52740272132094
218,R1518,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.51030163316976
219,R1519,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.4932005450186
220,R1520,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.47609945686742
221,R1521,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.45899836871624
222,R1522,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.44189728056506
223,R1523,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.42479619241388
224,R1524,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.4076951042627
225,R1525,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.39059401611154
226,R1526,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.37349292796036
227,R1527,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.1794314192976,-77.35639183980918
228,R1528,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.54450380947212
229,R1529,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.52740272132094
230,R1530,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.51030163316976
231,R1531,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.4932005450186
232,R1532,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.47609945686742
233,R1533,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.45899836871624
234,R1534,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.44189728056506
235,R1535,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.42479619241388
236,R1536,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.4076951042627
237,R1537,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.39059401611154
238,R1538,Colonial Heights,FRESH,56.6,71.9,57.8,54.0,80.0,150,338132,37.198643423264826,-77.37349292796036
