rank,route_id,location,priority,score,lmi_pct,electric_heat_pct,conversion_rate,freshness,households,daily_kwh,lat,lon
1983,R0681,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.50660998546167
1984,R0682,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.49610827864262
1985,R0683,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.48560657182358
1986,R0684,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.47510486500454
1987,R0685,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.46460315818551
1988,R0686,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.45410145136647
1989,R0687,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.44359974454744
1990,R0688,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.4330980377284
1991,R0689,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.42259633090936
1992,R0690,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.41209462409032
1993,R0691,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.40159291727127
1994,R0692,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.39109121045225
1995,R0693,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.3805895036332
1996,R0694,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.37008779681418
1997,R0695,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.35958608999513
1998,R0696,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.34908438317609
1999,R0697,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.33858267635705
2000,R0698,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.32808096953802
2001,R0699,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.31757926271898
2002,R0700,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.30707755589994
2003,R0701,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.29657584908091
2004,R0702,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.632736342471446,-77.28607414226187
2005,R0703,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.55911851955685
2006,R0704,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.5486168127378
2007,R0705,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.53811510591878
2008,R0706,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.52761339909974
2009,R0707,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.5171116922807
2010,R0708,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.50660998546167
2011,R0709,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.49610827864262
2012,R0710,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.48560657182358
2013,R0711,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.47510486500454
2014,R0712,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.46460315818551
2015,R0713,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.45410145136647
2016,R0714,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.44359974454744
2017,R0715,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.4330980377284
2018,R0716,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.42259633090936
2019,R0717,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.41209462409032
2020,R0718,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.40159291727127
2021,R0719,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.39109121045225
2022,R0720,Richmond,MODERATE,48.6,74.1,57.2,42.0,40.0,150,202636,37.64383112233021,-77.3805895036332
2023,R2744,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,36.92937292219841,-79.46362568024796
2024,R2745,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,36.92937292219841,-79.40810316275389
2025,R2746,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,36.92937292219841,-79.35258064525982
2026,R2747,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,36.92937292219841,-79.29705812776575
2027,R2748,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,36.98414618290036,-79.46362568024796
2028,R2749,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,36.98414618290036,-79.40810316275389
2029,R2750,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,36.98414618290036,-79.35258064525982
2030,R2751,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,36.98414618290036,-79.29705812776575
2031,R2752,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,37.038919443602325,-79.46362568024796
2032,R2753,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,37.038919443602325,-79.40810316275389
2033,R2754,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,37.038919443602325,-79.35258064525982
2034,R2755,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,37.038919443602325,-79.29705812776575
2035,R2756,Rural,FRESH,48.6,56.0,70.0,45.0,95.0,153,292028,37.093692704304274,-79.46362568024796
2036,R3627,Rural,FRESH,48.4,55.7,70.0,45.0,95.0,166,292028,38.07606162606153,-76.82250568124897
2037,R3628,Rural,FRESH,48.4,55.7,70.0,45.0,95.0,166,292028,38.097815630794344,-76.82250568124897
2038,R3629,Rural,FRESH,48.4,55.7,70.0,45.0,95.0,166,292028,38.11956963552716,-76.82250568124897
2039,R3843,Rural,FRESH,48.4,55.8,70.0,45.0,95.0,166,292028,38.46170145711119,-78.95075786073446
2040,R3844,Rural,FRESH,48.4,55.8,70.0,45.0,95.0,166,292028,38.480325127879084,-78.95075786073446
2041,R3845,Rural,FRESH,48.4,55.8,70.0,45.0,95.0,166,292028,38.49894879864698,-78.95075786073446
2042,R2928,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.71549006348651,-76.47799355783995
2043,R2929,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.71549006348651,-76.39100253379743
2044,R2930,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.75540307211071,-76.47799355783995
2045,R2931,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.75540307211071,-76.39100253379743
2046,R2932,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.79531608073491,-76.47799355783995
2047,R2933,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.79531608073491,-76.39100253379743
2048,R2934,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.83522908935911,-76.47799355783995
2049,R2935,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.83522908935911,-76.39100253379743
2050,R2936,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.875142097983314,-76.47799355783995
2051,R2937,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,150,292028,37.875142097983314,-76.39100253379743
2052,R3672,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,166,292028,37.5259365292313,-76.3271334974828
2053,R3673,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,166,292028,37.55240853486282,-76.3271334974828
2054,R3674,Rural,FRESH,48.3,55.6,70.0,45.0,95.0,166,292028,37.57888054049434,-76.3271334974828
2055,R2390,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5916151988659,-77.60332839370113
2056,R2391,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5916151988659,-77.59530239130359
2057,R2392,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5916151988659,-77.58727638890605
2058,R2393,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5916151988659,-77.57925038650852
2059,R2394,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5916151988659,-77.57122438411098
2060,R2395,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5916151988659,-77.56319838171343
2061,R2396,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5983366001519,-77.60332839370113
2062,R2397,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5983366001519,-77.59530239130359
2063,R2398,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5983366001519,-77.58727638890605
2064,R2399,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5983366001519,-77.57925038650852
2065,R2400,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5983366001519,-77.57122438411098
2066,R2401,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.5983366001519,-77.56319838171343
2067,R2402,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6050580014379,-77.60332839370113
2068,R2403,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6050580014379,-77.59530239130359
2069,R2404,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6050580014379,-77.58727638890605
2070,R2405,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6050580014379,-77.57925038650852
2071,R2406,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6050580014379,-77.57122438411098
2072,R2407,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6050580014379,-77.56319838171343
2073,R2408,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6117794027239,-77.60332839370113
2074,R2409,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6117794027239,-77.59530239130359
2075,R2410,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6117794027239,-77.58727638890605
2076,R2411,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6117794027239,-77.57925038650852
2077,R2412,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6117794027239,-77.57122438411098
2078,R2413,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6117794027239,-77.56319838171343
2079,R2414,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6185008040099,-77.60332839370113
2080,R2415,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6185008040099,-77.59530239130359
2081,R2416,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6185008040099,-77.58727638890605
2082,R2417,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6185008040099,-77.57925038650852
2083,R2418,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6185008040099,-77.57122438411098
2084,R2419,Richmond,MODERATE,48.2,73.6,57.2,42.0,40.0,150,202636,37.6185008040099,-77.56319838171343
2085,R3540,Rural,FRESH,48.2,55.5,70.0,45.0,95.0,166,292028,37.2243446652425,-77.83651019380662
2086,R3541,Rural,FRESH,48.2,55.5,70.0,45.0,95.0,166,292028,37.2243446652425,-77.71144565658327
2087,R3542,Rural,FRESH,48.2,55.5,70.0,45.0,95.0,166,292028,37.28860317752596,-77.83651019380662
2088,R2214,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.23133805124894,-77.49094689739975
2089,R2215,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.23133805124894,-77.47781189314044
2090,R2216,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.23133805124894,-77.46467688888113
2091,R2217,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.23133805124894,-77.4515418846218
2092,R2218,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.23133805124894,-77.43840688036249
2093,R2219,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.23133805124894,-77.42527187610318
2094,R2220,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.23133805124894,-77.41213687184387
2095,R2221,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.24775688771115,-77.49094689739975
2096,R2222,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.24775688771115,-77.47781189314044
2097,R2223,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.24775688771115,-77.46467688888113
2098,R2224,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.24775688771115,-77.4515418846218
2099,R2225,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.24775688771115,-77.43840688036249
2100,R2226,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.24775688771115,-77.42527187610318
2101,R2227,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.24775688771115,-77.41213687184387
2102,R2228,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.26417572417337,-77.49094689739975
2103,R2229,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.26417572417337,-77.47781189314044
2104,R2230,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.26417572417337,-77.46467688888113
2105,R2231,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.26417572417337,-77.4515418846218
2106,R2232,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.26417572417337,-77.43840688036249
2107,R2233,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.26417572417337,-77.42527187610318
2108,R2234,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.26417572417337,-77.41213687184387
2109,R2235,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.28059456063558,-77.49094689739975
2110,R2236,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.28059456063558,-77.47781189314044
2111,R2237,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.28059456063558,-77.46467688888113
2112,R2238,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.28059456063558,-77.4515418846218
2113,R2239,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.28059456063558,-77.43840688036249
2114,R2240,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.28059456063558,-77.42527187610318
2115,R2241,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.28059456063558,-77.41213687184387
2116,R2242,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.297013397097786,-77.49094689739975
2117,R2243,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.297013397097786,-77.47781189314044
2118,R2244,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.297013397097786,-77.46467688888113
2119,R2245,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.297013397097786,-77.4515418846218
2120,R2246,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.297013397097786,-77.43840688036249
2121,R2247,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.297013397097786,-77.42527187610318
2122,R2248,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.297013397097786,-77.41213687184387
2123,R2249,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.31343223355999,-77.49094689739975
2124,R2250,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.31343223355999,-77.47781189314044
2125,R2251,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.31343223355999,-77.46467688888113
2126,R2252,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.31343223355999,-77.4515418846218
2127,R2253,Fredericksburg,FRESH,47.9,65.4,56.2,49.0,70.0,150,227951,38.31343223355999,-77.43840688036249
2128,R3678,Rural,FRESH,47.9,55.0,70.0,45.0,95.0,166,292028,38.97325727506652,-77.78890028392263
2129,R3679,Rural,FRESH,47.9,55.0,70.0,45.0,95.0,166,292028,38.97325727506652,-77.72656576549687
2130,R3680,Rural,FRESH,47.9,55.0,70.0,45.0,95.0,166,292028,39.00007028083036,-77.78890028392263
2131,R2770,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.786591040106586,-78.79291271632366
2132,R2771,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.786591040106586,-78.69684668939708
2133,R2772,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.786591040106586,-78.6007806624705
2134,R2773,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.786591040106586,-78.5047146355439
2135,R2774,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.87006855742881,-78.79291271632366
2136,R2775,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.87006855742881,-78.69684668939708
2137,R2776,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.87006855742881,-78.6007806624705
2138,R2777,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.87006855742881,-78.5047146355439
2139,R2778,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.95354607475103,-78.79291271632366
2140,R2779,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.95354607475103,-78.69684668939708
2141,R2780,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.95354607475103,-78.6007806624705
2142,R2781,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,36.95354607475103,-78.5047146355439
2143,R2782,Rural,FRESH,47.8,54.8,70.0,45.0,95.0,153,292028,37.03702359207327,-78.79291271632366
2144,R3471,Rural,FRESH,47.8,54.9,70.0,45.0,95.0,166,292028,37.56027507551414,-79.787409059786
2145,R3472,Rural,FRESH,47.8,54.9,70.0,45.0,95.0,166,292028,37.59314841544969,-79.787409059786
2146,R3473,Rural,FRESH,47.8,54.9,70.0,45.0,95.0,166,292028,37.62602175538525,-79.787409059786
2147,R3912,Rural,FRESH,47.8,54.9,70.0,45.0,95.0,166,292028,37.30881896865726,-76.79109012634407
2148,R3913,Rural,FRESH,47.8,54.9,70.0,45.0,95.0,166,292028,37.30881896865726,-76.78023212347874
2149,R3914,Rural,FRESH,47.8,54.9,70.0,45.0,95.0,166,292028,37.31419196957198,-76.79109012634407
2150,R2651,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.848490393225916,-78.59256084158847
2151,R2652,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.848490393225916,-78.52359107092846
2152,R2653,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.848490393225916,-78.45462130026847
2153,R2654,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.848490393225916,-78.38565152960847
2154,R2655,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.89862815349606,-78.59256084158847
2155,R2656,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.89862815349606,-78.52359107092846
2156,R2657,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.89862815349606,-78.45462130026847
2157,R2658,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.89862815349606,-78.38565152960847
2158,R2659,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.94876591376621,-78.59256084158847
2159,R2660,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.94876591376621,-78.52359107092846
2160,R2661,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.94876591376621,-78.45462130026847
2161,R2662,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.94876591376621,-78.38565152960847
2162,R2663,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.998903674036356,-78.59256084158847
2163,R2664,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.998903674036356,-78.52359107092846
2164,R2665,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.998903674036356,-78.45462130026847
2165,R2666,Charlottesville,FRESH,47.6,65.7,53.6,38.0,85.0,156,179696,37.998903674036356,-78.38565152960847
2166,R3366,Rural,FRESH,47.6,54.6,70.0,45.0,95.0,166,292028,38.66552834529157,-78.66602778517327
2167,R3367,Rural,FRESH,47.6,54.6,70.0,45.0,95.0,166,292028,38.66552834529157,-78.58661576319038
2168,R3368,Rural,FRESH,47.6,54.6,70.0,45.0,95.0,166,292028,38.71348968867463,-78.66602778517327
2169,R3369,Rural,FRESH,47.6,54.6,70.0,45.0,95.0,166,292028,38.71348968867463,-78.58661576319038
2170,R3370,Rural,FRESH,47.6,54.6,70.0,45.0,95.0,166,292028,38.76145103205768,-78.66602778517327
2171,R3371,Rural,FRESH,47.6,54.6,70.0,45.0,95.0,166,292028,38.76145103205768,-78.58661576319038
2172,R3108,Charlottesville,FRESH,47.5,65.5,53.6,38.0,85.0,166,179696,38.249863599579406,-78.62556191518442
2173,R3109,Charlottesville,FRESH,47.5,65.5,53.6,38.0,85.0,166,179696,38.249863599579406,-78.5514802258543
2174,R3110,Charlottesville,FRESH,47.5,65.5,53.6,38.0,85.0,166,179696,38.249863599579406,-78.4773985365242
2175,R3111,Charlottesville,FRESH,47.5,65.5,53.6,38.0,85.0,166,179696,38.321481613013844,-78.62556191518442
2176,R3112,Charlottesville,FRESH,47.5,65.5,53.6,38.0,85.0,166,179696,38.321481613013844,-78.5514802258543
2177,R3113,Charlottesville,FRESH,47.5,65.5,53.6,38.0,85.0,166,179696,38.321481613013844,-78.4773985365242
2178,R3360,Alexandria,FRESH,47.4,65.8,47.9,40.0,95.0,166,139530,38.760231005372006,-77.09351797075621
2179,R3361,Alexandria,FRESH,47.4,65.8,47.9,40.0,95.0,166,139530,38.760231005372006,-77.08962330268346
2180,R3362,Alexandria,FRESH,47.4,65.8,47.9,40.0,95.0,166,139530,38.760231005372006,-77.08572863461072
2181,R3363,Alexandria,FRESH,47.4,65.8,47.9,40.0,95.0,166,139530,38.76247750600329,-77.09351797075621
2182,R3364,Alexandria,FRESH,47.4,65.8,47.9,40.0,95.0,166,139530,38.76247750600329,-77.08962330268346
2183,R3365,Alexandria,FRESH,47.4,65.8,47.9,40.0,95.0,166,139530,38.76247750600329,-77.08572863461072
2184,R3567,Fairfax,FRESH,47.4,70.6,32.7,35.0,95.0,166,168919,38.92413828399316,-77.22733910690386
2185,R3568,Fairfax,FRESH,47.4,70.6,32.7,35.0,95.0,166,168919,38.92413828399316,-77.2159346027065
2186,R3569,Fairfax,FRESH,47.4,70.6,32.7,35.0,95.0,166,168919,38.93095128549032,-77.22733910690386
2187,R3663,Rural,FRESH,47.4,54.4,70.0,45.0,95.0,166,292028,37.765628261259025,-78.28438661436614
2188,R3664,Rural,FRESH,47.4,54.4,70.0,45.0,95.0,166,292028,37.765628261259025,-78.20083058672249
2189,R3665,Rural,FRESH,47.4,54.4,70.0,45.0,95.0,166,292028,37.82647577236628,-78.28438661436614
2190,R3318,Newport News,MODERATE,47.3,68.2,58.6,43.0,55.0,166,218740,37.08206509848182,-76.44918625866755
2191,R3319,Newport News,MODERATE,47.3,68.2,58.6,43.0,55.0,166,218740,37.08206509848182,-76.44100675619669
2192,R3320,Newport News,MODERATE,47.3,68.2,58.6,43.0,55.0,166,218740,37.08787643285842,-76.44918625866755
2193,R3321,Newport News,MODERATE,47.3,68.2,58.6,43.0,55.0,166,218740,37.08787643285842,-76.44100675619669
2194,R3322,Newport News,MODERATE,47.3,68.2,58.6,43.0,55.0,166,218740,37.09368776723501,-76.44918625866755
2195,R3323,Newport News,MODERATE,47.3,68.2,58.6,43.0,55.0,166,218740,37.09368776723501,-76.44100675619669
2196,R3192,Rural,FRESH,47.2,54.1,70.0,45.0,95.0,166,292028,37.95203889106952,-78.0585125569947
2197,R3193,Rural,FRESH,47.2,54.1,70.0,45.0,95.0,166,292028,37.95203889106952,-77.98729653279709
2198,R3194,Rural,FRESH,47.2,54.1,70.0,45.0,95.0,166,292028,37.99202356445144,-78.0585125569947
2199,R3195,Rural,FRESH,47.2,54.1,70.0,45.0,95.0,166,292028,37.99202356445144,-77.98729653279709
2200,R3196,Rural,FRESH,47.2,54.1,70.0,45.0,95.0,166,292028,38.03200823783336,-78.0585125569947
2201,R3197,Rural,FRESH,47.2,54.1,70.0,45.0,95.0,166,292028,38.03200823783336,-77.98729653279709
2202,R3444,Rural,FRESH,47.2,54.1,70.0,45.0,95.0,166,292028,37.55409946834917,-78.19677857595792
2203,R3445,Rural,FRESH,47.2,54.1,70.0,45.0,95.0,166,292028,37.613353481447746,-78.19677857595792
2204,R3446,Rural,FRESH,47.2,54.1,70.0,45.0,95.0,166,292028,37.67260749454631,-78.19677857595792
2205,R3558,Rural,FRESH,47.2,54.0,70.0,45.0,95.0,166,292028,38.15194680691947,-79.08363213072613
2206,R3559,Rural,FRESH,47.2,54.0,70.0,45.0,95.0,166,292028,38.15194680691947,-79.07754062918252
2207,R3560,Rural,FRESH,47.2,54.0,70.0,45.0,95.0,166,292028,38.156057307515056,-79.08363213072613
2208,R3921,Virginia Beach,SATURATED,47.2,76.6,62.1,36.0,15.0,166,206914,36.85209689865724,-75.99228235475505
2209,R3922,Virginia Beach,SATURATED,47.2,76.6,62.1,36.0,15.0,166,206914,36.854071899011004,-75.99228235475505
2210,R3923,Virginia Beach,SATURATED,47.2,76.6,62.1,36.0,15.0,166,206914,36.85604689936477,-75.99228235475505
2211,R2757,Sterling,FRESH,47.1,70.3,31.3,35.0,95.0,153,175471,39.1004900562217,-77.55780334502023
2212,R2758,Sterling,FRESH,47.1,70.3,31.3,35.0,95.0,153,175471,39.1004900562217,-77.55204909326758
2213,R2759,Sterling,FRESH,47.1,70.3,31.3,35.0,95.0,153,175471,39.1004900562217,-77.54629484151494
2214,R2760,Sterling,FRESH,47.1,70.3,31.3,35.0,95.0,153,175471,39.1004900562217,-77.54054058976229
2215,R2761,Sterling,FRESH,47.1,70.3,31.3,35.0,95.0,153,175471,39.10427655716862,-77.55780334502023
